Home,Away,Home_Score,Away_Score,Home_B2B,Away_B2B
Bucks,Timberwolves,,,False,True
Pacers,Bucks,,,False,False
Cavaliers,Pacers,,,True,True
Pelicans,Cavaliers,,,False,False
Suns,Pelicans,,,False,False
Magic,Suns,,,False,False
Lakers,Magic,,,False,False
Kings,Lakers,,,False,False
Warriors,Kings,,,False,False
Rockets,Warriors,,,False,False
Clippers,Rockets,,,False,False
Grizzlies,Clippers,,,False,False
Hawks,Grizzlies,,,False,False
Bulls,Hawks,,,False,True
Jazz,Bulls,,,False,True
Nets,Jazz,,,True,False
Raptors,Nets,,,False,False
Trail Blazers,Raptors,,,False,False
Hornets,Trail Blazers,,,False,False
Pistons,Hornets,,,False,False
Wizards,Pistons,,,False,False
Celtics,Thunder,,,False,False
Thunder,Knicks,,,True,False
Knicks,Heat,,,False,False
Heat,Nuggets,,,False,False
Nuggets,Spurs,,,False,True
Spurs,Mavericks,,,False,False
Mavericks,76ers,,,False,False
76ers,Timberwolves,,,False,True
Timberwolves,Bucks,,,False,False
Bucks,Pacers,,,False,False
Pacers,Cavaliers,,,False,False
Cavaliers,Pelicans,,,False,False
Pelicans,Suns,,,False,False
Suns,Magic,,,True,False
Magic,Lakers,,,False,False
Lakers,Kings,,,False,False
Kings,Warriors,,,False,False
Warriors,Rockets,,,False,False
Rockets,Clippers,,,False,False
Clippers,Grizzlies,,,False,False
Grizzlies,Hawks,,,False,False
Hawks,Bulls,,,False,False
Bulls,Jazz,,,False,False
Jazz,Nets,,,False,False
Nets,Raptors,,,False,False
Raptors,Trail Blazers,,,False,False
Trail Blazers,Hornets,,,False,False
Hornets,Pistons,,,True,False
Pistons,Wizards,,,False,False
Wizards,Celtics,,,False,False
Celtics,Knicks,,,False,False
Thunder,Heat,,,False,False
Knicks,Nuggets,,,False,True
Heat,Spurs,,,False,False
Nuggets,Mavericks,,,False,False
Spurs,76ers,,,False,False
Mavericks,Timberwolves,,,True,False
76ers,Bucks,,,False,False
Timberwolves,Pacers,,,False,False
Bucks,Cavaliers,,,False,False
Pacers,Pelicans,,,False,False
Cavaliers,Suns,,,True,False
Pelicans,Magic,,,True,False
Suns,Lakers,,,False,False
Magic,Kings,,,False,False
Lakers,Warriors,,,False,False
Kings,Rockets,,,False,True
Warriors,Clippers,,,False,False
Rockets,Grizzlies,,,False,False
Clippers,Hawks,,,False,False
Grizzlies,Bulls,,,False,False
Hawks,Jazz,,,False,False
Bulls,Nets,,,False,False
Jazz,Raptors,,,True,False
Nets,Trail Blazers,,,False,True
Raptors,Hornets,,,False,False
Trail Blazers,Pistons,,,False,False
Hornets,Wizards,,,False,False
Pistons,Celtics,,,True,False
Wizards,Thunder,,,False,False
Celtics,Heat,,,False,False
Thunder,Nuggets,,,False,False
Knicks,Spurs,,,False,False
Heat,Mavericks,,,True,False
Nuggets,76ers,,,False,False
Spurs,Timberwolves,,,True,False
Mavericks,Bucks,,,False,False
76ers,Pacers,,,False,True
Timberwolves,Cavaliers,,,True,False
Bucks,Pelicans,,,False,False
Pacers,Suns,,,False,False
Cavaliers,Magic,,,False,False
Pelicans,Lakers,,,False,False
Suns,Kings,,,False,False
Magic,Warriors,,,False,False
Lakers,Rockets,,,False,False
Kings,Clippers,,,False,False
Warriors,Grizzlies,,,False,False
Rockets,Hawks,,,False,False
Clippers,Bulls,,,False,False
Grizzlies,Jazz,,,False,False
Hawks,Nets,,,False,True
Bulls,Raptors,,,True,False
Jazz,Trail Blazers,,,False,False
Nets,Hornets,,,False,False
Raptors,Pistons,,,False,False
Trail Blazers,Wizards,,,False,False
Hornets,Celtics,,,False,False
Pistons,Thunder,,,False,False
Wizards,Knicks,,,True,False
Celtics,Nuggets,,,False,False
Thunder,Spurs,,,False,False
Knicks,Mavericks,,,False,False
Heat,76ers,,,True,False
Nuggets,Timberwolves,,,True,False
Spurs,Bucks,,,True,False
Mavericks,Pacers,,,False,False
76ers,Cavaliers,,,False,False
Timberwolves,Pelicans,,,False,False
Bucks,Suns,,,False,False
Pacers,Magic,,,False,False
Cavaliers,Lakers,,,False,False
Pelicans,Kings,,,False,False
Suns,Warriors,,,False,True
Magic,Rockets,,,False,False
Lakers,Clippers,,,False,False
Kings,Grizzlies,,,False,False
Warriors,Hawks,,,True,False
Rockets,Bulls,,,True,False
Clippers,Jazz,,,False,False
Grizzlies,Nets,,,False,False
Hawks,Raptors,,,False,False
Bulls,Trail Blazers,,,True,True
Jazz,Hornets,,,False,False
Nets,Pistons,,,False,False
Raptors,Wizards,,,False,False
Trail Blazers,Celtics,,,False,False
Hornets,Thunder,,,False,True
Pistons,Knicks,,,False,False
Wizards,Heat,,,True,False
Celtics,Spurs,,,False,False
Thunder,Mavericks,,,False,False
Knicks,76ers,,,True,False
Heat,Timberwolves,,,False,False
Nuggets,Bucks,,,False,True
Spurs,Pacers,,,False,True
Mavericks,Cavaliers,,,True,False
76ers,Pelicans,,,False,False
Timberwolves,Suns,,,False,False
Bucks,Magic,,,False,False
Pacers,Lakers,,,False,False
Cavaliers,Kings,,,False,False
Pelicans,Warriors,,,False,False
Suns,Rockets,,,False,True
Magic,Clippers,,,False,True
Lakers,Grizzlies,,,False,False
Kings,Hawks,,,False,False
Warriors,Bulls,,,False,False
Rockets,Jazz,,,False,False
Clippers,Nets,,,True,False
Grizzlies,Raptors,,,False,False
Hawks,Trail Blazers,,,False,False
Bulls,Hornets,,,False,False
Jazz,Pistons,,,False,False
Nets,Wizards,,,False,False
Raptors,Celtics,,,False,True
Trail Blazers,Thunder,,,False,False
Hornets,Knicks,,,False,True
Pistons,Heat,,,False,False
Wizards,Nuggets,,,False,False
Celtics,Mavericks,,,False,False
Thunder,76ers,,,False,False
Knicks,Timberwolves,,,False,False
Heat,Bucks,,,False,False
Nuggets,Pacers,,,False,False
Spurs,Cavaliers,,,False,False
Mavericks,Pelicans,,,False,False
76ers,Suns,,,True,False
Timberwolves,Magic,,,False,False
Bucks,Lakers,,,False,False
Pacers,Kings,,,True,False
Cavaliers,Warriors,,,False,False
Pelicans,Rockets,,,False,True
Suns,Clippers,,,False,False
Magic,Grizzlies,,,False,False
Lakers,Hawks,,,False,False
Kings,Bulls,,,False,False
Warriors,Jazz,,,False,False
Rockets,Nets,,,True,False
Clippers,Raptors,,,False,False
Grizzlies,Trail Blazers,,,False,False
Hawks,Hornets,,,False,True
Bulls,Pistons,,,False,True
Jazz,Wizards,,,False,False
Nets,Celtics,,,False,False
Raptors,Thunder,,,False,True
Trail Blazers,Knicks,,,True,False
Hornets,Heat,,,False,False
Pistons,Nuggets,,,False,False
Wizards,Spurs,,,False,False
Celtics,76ers,,,False,False
Thunder,Timberwolves,,,False,False
Knicks,Bucks,,,False,False
Heat,Pacers,,,False,False
Nuggets,Cavaliers,,,False,True
Spurs,Pelicans,,,True,False
Mavericks,Suns,,,False,False
76ers,Magic,,,False,False
Timberwolves,Lakers,,,False,False
Bucks,Kings,,,True,False
Pacers,Warriors,,,False,False
Cavaliers,Rockets,,,False,False
Pelicans,Clippers,,,True,False
Suns,Grizzlies,,,False,False
Magic,Hawks,,,True,True
Lakers,Bulls,,,False,True
Kings,Jazz,,,False,False
Warriors,Nets,,,False,False
Rockets,Raptors,,,False,False
Clippers,Trail Blazers,,,False,False
Grizzlies,Hornets,,,False,True
Hawks,Pistons,,,False,False
Bulls,Wizards,,,False,True
Jazz,Celtics,,,False,False
Nets,Thunder,,,False,True
Raptors,Knicks,,,False,True
Trail Blazers,Heat,,,True,False
Hornets,Nuggets,,,False,False
Pistons,Spurs,,,False,False
Wizards,Mavericks,,,False,True
Celtics,Timberwolves,,,False,False
Thunder,Bucks,,,False,False
Knicks,Pacers,,,False,False
Heat,Cavaliers,,,True,False
Nuggets,Pelicans,,,False,False
Spurs,Suns,,,False,False
Mavericks,Magic,,,False,False
76ers,Lakers,,,False,False
Timberwolves,Kings,,,False,False
Bucks,Warriors,,,False,False
Pacers,Rockets,,,False,False
Cavaliers,Clippers,,,False,False
Pelicans,Grizzlies,,,False,False
Suns,Hawks,,,False,False
Magic,Bulls,,,False,False
Lakers,Jazz,,,True,False
Kings,Nets,,,False,False
Warriors,Raptors,,,True,False
Rockets,Trail Blazers,,,False,False
Clippers,Hornets,,,False,False
Grizzlies,Pistons,,,False,False
Hawks,Wizards,,,True,True
Bulls,Celtics,,,False,False
Jazz,Thunder,,,True,False
Nets,Knicks,,,False,False
Raptors,Heat,,,False,True
Trail Blazers,Nuggets,,,False,True
Hornets,Spurs,,,False,True
Pistons,Mavericks,,,False,False
Wizards,76ers,,,False,False
Celtics,Bucks,,,True,False
Thunder,Pacers,,,False,True
Knicks,Cavaliers,,,False,False
Heat,Pelicans,,,False,False
Nuggets,Suns,,,False,False
Spurs,Magic,,,False,False
Mavericks,Lakers,,,False,False
76ers,Kings,,,True,False
Timberwolves,Warriors,,,False,True
Bucks,Rockets,,,False,False
Pacers,Clippers,,,False,False
Cavaliers,Grizzlies,,,False,False
Pelicans,Hawks,,,False,True
Suns,Bulls,,,False,True
Magic,Jazz,,,False,False
Lakers,Nets,,,False,False
Kings,Raptors,,,False,False
Warriors,Trail Blazers,,,False,False
Rockets,Hornets,,,False,False
Clippers,Pistons,,,False,False
Grizzlies,Wizards,,,True,False
Hawks,Celtics,,,False,False
Bulls,Thunder,,,False,False
Jazz,Knicks,,,False,False
Nets,Heat,,,False,False
Raptors,Nuggets,,,False,False
Trail Blazers,Spurs,,,False,False
Hornets,Mavericks,,,True,False
Pistons,76ers,,,False,False
Wizards,Timberwolves,,,False,False
Celtics,Pacers,,,True,True
Thunder,Cavaliers,,,False,False
Knicks,Pelicans,,,False,False
Heat,Suns,,,False,False
Nuggets,Magic,,,False,False
Spurs,Lakers,,,False,False
Mavericks,Kings,,,False,False
76ers,Warriors,,,False,False
Timberwolves,Rockets,,,False,False
Bucks,Clippers,,,False,False
Pacers,Grizzlies,,,True,False
Cavaliers,Hawks,,,False,False
Pelicans,Bulls,,,False,False
Suns,Jazz,,,False,False
Magic,Nets,,,True,False
Lakers,Raptors,,,False,False
Kings,Trail Blazers,,,True,True
Warriors,Hornets,,,True,True
Rockets,Pistons,,,False,True
Clippers,Wizards,,,False,False
Grizzlies,Celtics,,,False,False
Hawks,Thunder,,,False,False
Bulls,Knicks,,,False,False
Jazz,Heat,,,False,False
Nets,Nuggets,,,False,False
Raptors,Spurs,,,False,False
Trail Blazers,Mavericks,,,False,False
Hornets,76ers,,,False,False
Pistons,Timberwolves,,,True,False
Wizards,Bucks,,,True,False
Celtics,Cavaliers,,,False,False
Thunder,Pelicans,,,False,True
Knicks,Suns,,,False,False
Heat,Magic,,,False,False
Nuggets,Lakers,,,False,False
Spurs,Kings,,,False,False
Mavericks,Warriors,,,True,False
76ers,Rockets,,,False,False
Timberwolves,Clippers,,,False,False
Bucks,Grizzlies,,,False,False
Pacers,Hawks,,,False,False
Cavaliers,Bulls,,,False,False
Pelicans,Jazz,,,False,False
Suns,Nets,,,False,True
Magic,Raptors,,,False,True
Lakers,Trail Blazers,,,False,False
Kings,Hornets,,,False,True
Warriors,Pistons,,,True,False
Rockets,Wizards,,,False,False
Clippers,Celtics,,,False,False
Grizzlies,Thunder,,,False,False
Hawks,Knicks,,,False,False
Bulls,Heat,,,True,False
Jazz,Nuggets,,,False,False
Nets,Spurs,,,False,False
Raptors,Mavericks,,,False,False
Trail Blazers,76ers,,,False,False
Hornets,Timberwolves,,,False,True
Pistons,Bucks,,,False,False
Wizards,Pacers,,,False,True
Celtics,Pelicans,,,False,False
Thunder,Suns,,,False,False
Knicks,Magic,,,False,False
Heat,Lakers,,,False,True
Nuggets,Kings,,,False,False
Spurs,Warriors,,,False,False
Mavericks,Rockets,,,False,False
76ers,Clippers,,,False,True
Timberwolves,Grizzlies,,,False,False
Bucks,Hawks,,,False,False
Pacers,Bulls,,,False,False
Cavaliers,Jazz,,,False,False
Pelicans,Nets,,,True,False
Suns,Raptors,,,False,True
Magic,Trail Blazers,,,True,False
Lakers,Hornets,,,False,False
Kings,Pistons,,,False,False
Warriors,Wizards,,,False,False
Rockets,Celtics,,,False,False
Clippers,Thunder,,,False,False
Grizzlies,Knicks,,,False,False
Hawks,Heat,,,True,True
Bulls,Nuggets,,,False,False
Jazz,Spurs,,,False,False
Nets,Mavericks,,,False,False
Raptors,76ers,,,False,False
Trail Blazers,Timberwolves,,,False,False
Hornets,Bucks,,,False,False
Pistons,Pacers,,,False,False
Wizards,Cavaliers,,,False,False
